cnt,t1,t2,hum,wind_speed,weather_code,is_holiday,is_weekend,season,Dates,Time,Year
1204,21.5,21.5,67.0,17.0,Clear,0.0,1.0,Summer,2015-08-09,21,2015
860,21.0,21.0,69.0,17.0,Clear,0.0,1.0,Summer,2015-08-09,22,2015
568,19.5,19.5,75.5,15.0,Clear,0.0,1.0,Summer,2015-08-09,23,2015
377,18.5,18.5,80.5,17.5,Clear,0.0,0.0,Summer,2015-08-10,0,2015
171,18.0,18.0,83.0,19.5,Broken Clouds,0.0,0.0,Summer,2015-08-10,1,2015
106,18.0,18.0,83.0,17.5,Cloudy,0.0,0.0,Summer,2015-08-10,2,2015
59,18.0,18.0,83.0,17.0,Cloudy,0.0,0.0,Summer,2015-08-10,3,2015
63,18.0,18.0,83.0,17.0,Cloudy,0.0,0.0,Summer,2015-08-10,4,2015
139,18.0,18.0,83.0,18.0,Cloudy,0.0,0.0,Summer,2015-08-10,5,2015
654,18.5,18.5,80.5,19.0,Broken Clouds,0.0,0.0,Summer,2015-08-10,6,2015
2068,19.0,19.0,80.5,15.0,Broken Clouds,0.0,0.0,Summer,2015-08-10,7,2015
4109,20.0,20.0,75.5,15.0,Broken Clouds,0.0,0.0,Summer,2015-08-10,8,2015
2155,20.5,20.5,73.5,17.0,Broken Clouds,0.0,0.0,Summer,2015-08-10,9,2015
1217,22.0,22.0,65.0,17.0,Broken Clouds,0.0,0.0,Summer,2015-08-10,10,2015
1175,22.0,22.0,65.0,19.5,Broken Clouds,0.0,0.0,Summer,2015-08-10,11,2015
1485,23.5,23.5,63.0,15.0,Scattered Clouds,0.0,0.0,Summer,2015-08-10,12,2015
1573,23.0,23.0,65.0,19.5,Broken Clouds,0.0,0.0,Summer,2015-08-10,13,2015
1477,23.0,23.0,65.0,19.5,Scattered Clouds,0.0,0.0,Summer,2015-08-10,14,2015
1402,23.5,23.5,63.0,21.0,Rain,0.0,0.0,Summer,2015-08-10,15,2015
2222,22.0,22.0,69.0,28.0,Broken Clouds,0.0,0.0,Summer,2015-08-10,16,2015
4269,22.0,22.0,65.0,24.0,Broken Clouds,0.0,0.0,Summer,2015-08-10,17,2015
4165,21.0,21.0,71.0,21.5,Broken Clouds,0.0,0.0,Summer,2015-08-10,18,2015
2501,21.0,21.0,73.0,18.0,Scattered Clouds,0.0,0.0,Summer,2015-08-10,19,2015
1689,20.5,20.5,75.5,17.0,Scattered Clouds,0.0,0.0,Summer,2015-08-10,20,2015
1065,20.0,20.0,75.5,15.0,Scattered Clouds,0.0,0.0,Summer,2015-08-10,21,2015
700,19.0,19.0,78.0,13.0,Clear,0.0,0.0,Summer,2015-08-10,22,2015
494,19.0,19.0,78.0,14.0,Broken Clouds,0.0,0.0,Summer,2015-08-10,23,2015
330,18.5,18.5,69.5,13.0,Scattered Clouds,0.0,0.0,Summer,2015-08-11,0,2015
197,18.0,18.0,60.0,12.0,Clear,0.0,0.0,Summer,2015-08-11,1,2015
110,17.5,17.5,62.0,11.0,Broken Clouds,0.0,0.0,Summer,2015-08-11,2,2015
59,17.0,17.0,68.0,11.0,Broken Clouds,0.0,0.0,Summer,2015-08-11,3,2015
50,16.5,16.5,66.0,9.0,Clear,0.0,0.0,Summer,2015-08-11,4,2015
137,16.0,16.0,68.0,6.5,Clear,0.0,0.0,Summer,2015-08-11,5,2015
798,16.0,16.0,72.0,5.0,Scattered Clouds,0.0,0.0,Summer,2015-08-11,6,2015
2365,16.0,16.0,70.0,3.0,Scattered Clouds,0.0,0.0,Summer,2015-08-11,7,2015
4384,16.5,16.5,66.0,6.0,Rain,0.0,0.0,Summer,2015-08-11,8,2015
2274,17.0,17.0,66.0,5.0,Scattered Clouds,0.0,0.0,Summer,2015-08-11,9,2015
1283,17.5,17.5,62.0,3.0,Scattered Clouds,0.0,0.0,Summer,2015-08-11,10,2015
1210,19.0,19.0,54.0,6.0,Scattered Clouds,0.0,0.0,Summer,2015-08-11,11,2015
1555,19.5,19.5,50.5,6.0,Scattered Clouds,0.0,0.0,Summer,2015-08-11,12,2015
1749,20.5,20.5,49.5,5.0,Scattered Clouds,0.0,0.0,Summer,2015-08-11,13,2015
1717,21.0,21.0,50.0,5.5,Scattered Clouds,0.0,0.0,Summer,2015-08-11,14,2015
1922,21.0,21.0,50.0,7.0,Scattered Clouds,0.0,0.0,Summer,2015-08-11,15,2015
2414,21.0,21.0,51.5,6.5,Scattered Clouds,0.0,0.0,Summer,2015-08-11,16,2015
3768,20.0,20.0,60.0,9.0,Rain,0.0,0.0,Summer,2015-08-11,17,2015
3495,20.0,20.0,62.0,9.0,Rain,0.0,0.0,Summer,2015-08-11,18,2015
1764,19.0,19.0,70.5,9.0,Rain,0.0,0.0,Summer,2015-08-11,19,2015
969,18.5,18.5,75.5,8.5,Rain,0.0,0.0,Summer,2015-08-11,20,2015
718,18.0,18.0,83.0,6.5,Rain,0.0,0.0,Summer,2015-08-11,21,2015
593,18.0,18.0,83.0,7.0,Rain,0.0,0.0,Summer,2015-08-11,22,2015
457,17.5,17.5,80.5,9.0,Rain,0.0,0.0,Summer,2015-08-11,23,2015
260,17.0,17.0,85.5,9.0,Rain,0.0,0.0,Summer,2015-08-12,0,2015
176,17.0,17.0,83.0,9.0,Rain,0.0,0.0,Summer,2015-08-12,1,2015
70,17.0,17.0,83.0,7.0,Rain,0.0,0.0,Summer,2015-08-12,2,2015
45,16.0,16.0,88.0,9.0,Rain,0.0,0.0,Summer,2015-08-12,3,2015
55,16.0,16.0,85.5,8.0,Rain,0.0,0.0,Summer,2015-08-12,4,2015
133,16.0,16.0,83.0,8.0,Rain,0.0,0.0,Summer,2015-08-12,5,2015
693,16.0,16.0,83.0,7.0,Broken Clouds,0.0,0.0,Summer,2015-08-12,6,2015
2168,16.0,16.0,83.0,10.0,Broken Clouds,0.0,0.0,Summer,2015-08-12,7,2015
4282,17.0,17.0,77.0,12.0,Broken Clouds,0.0,0.0,Summer,2015-08-12,8,2015
2140,17.5,17.5,72.5,15.0,Broken Clouds,0.0,0.0,Summer,2015-08-12,9,2015
1150,18.5,18.5,64.0,18.5,Scattered Clouds,0.0,0.0,Summer,2015-08-12,10,2015
1251,20.0,20.0,60.0,25.0,Clear,0.0,0.0,Summer,2015-08-12,11,2015
1632,20.5,20.5,60.0,25.0,Clear,0.0,0.0,Summer,2015-08-12,12,2015
1770,21.0,21.0,60.0,21.5,Clear,0.0,0.0,Summer,2015-08-12,13,2015
1643,21.0,21.0,58.5,23.0,Clear,0.0,0.0,Summer,2015-08-12,14,2015
1782,21.0,21.0,60.0,22.0,Broken Clouds,0.0,0.0,Summer,2015-08-12,15,2015
2185,21.0,21.0,60.0,21.0,Scattered Clouds,0.0,0.0,Summer,2015-08-12,16,2015
4278,21.0,21.0,58.5,25.0,Broken Clouds,0.0,0.0,Summer,2015-08-12,17,2015
4122,21.0,21.0,57.0,23.0,Clear,0.0,0.0,Summer,2015-08-12,18,2015
2534,20.0,20.0,58.0,21.5,Scattered Clouds,0.0,0.0,Summer,2015-08-12,19,2015
1609,20.0,20.0,58.0,23.0,Broken Clouds,0.0,0.0,Summer,2015-08-12,20,2015
1138,19.0,19.0,64.0,24.0,Broken Clouds,0.0,0.0,Summer,2015-08-12,21,2015
854,18.0,18.0,73.0,18.0,Clear,0.0,0.0,Summer,2015-08-12,22,2015
578,17.5,17.5,75.0,18.0,Scattered Clouds,0.0,0.0,Summer,2015-08-12,23,2015
114,17.0,17.0,77.0,16.0,Cloudy,0.0,0.0,Summer,2015-08-13,0,2015
30,17.0,17.0,83.0,17.5,Cloudy,0.0,0.0,Summer,2015-08-13,1,2015
80,17.0,17.0,83.0,18.0,Broken Clouds,0.0,0.0,Summer,2015-08-13,2,2015
63,17.0,17.0,88.0,17.0,Cloudy,0.0,0.0,Summer,2015-08-13,3,2015
58,17.0,17.0,88.0,12.0,Cloudy,0.0,0.0,Summer,2015-08-13,4,2015
155,17.0,17.0,88.0,10.0,Cloudy,0.0,0.0,Summer,2015-08-13,5,2015
656,18.0,18.0,88.0,14.5,Cloudy,0.0,0.0,Summer,2015-08-13,6,2015
1841,18.0,18.0,88.0,20.0,Cloudy,0.0,0.0,Summer,2015-08-13,7,2015
3923,19.0,19.0,83.0,24.0,Cloudy,0.0,0.0,Summer,2015-08-13,8,2015
2183,20.0,20.0,78.0,20.0,Broken Clouds,0.0,0.0,Summer,2015-08-13,9,2015
1204,20.0,20.0,78.0,17.0,Broken Clouds,0.0,0.0,Summer,2015-08-13,10,2015
924,20.5,20.5,78.0,17.0,Rain,0.0,0.0,Summer,2015-08-13,11,2015
280,19.0,19.0,88.0,20.5,Rain,0.0,0.0,Summer,2015-08-13,12,2015
150,19.0,19.0,88.0,21.0,Thunderstorm,0.0,0.0,Summer,2015-08-13,13,2015
245,19.0,19.0,88.0,16.0,Thunderstorm,0.0,0.0,Summer,2015-08-13,14,2015
732,19.5,19.5,85.5,18.0,Scattered Clouds,0.0,0.0,Summer,2015-08-13,15,2015
1515,21.0,21.0,80.5,16.0,Rain,0.0,0.0,Summer,2015-08-13,16,2015
2992,21.0,21.0,78.0,16.0,Scattered Clouds,0.0,0.0,Summer,2015-08-13,17,2015
3238,21.0,21.0,78.0,13.0,Broken Clouds,0.0,0.0,Summer,2015-08-13,18,2015
2157,20.5,20.5,80.5,9.0,Broken Clouds,0.0,0.0,Summer,2015-08-13,19,2015
1243,20.0,20.0,83.0,9.0,Rain,0.0,0.0,Summer,2015-08-13,20,2015
861,19.0,19.0,88.0,6.5,Rain,0.0,0.0,Summer,2015-08-13,21,2015
739,19.0,19.0,88.0,6.0,Rain,0.0,0.0,Summer,2015-08-13,22,2015
591,19.0,19.0,88.0,9.5,Cloudy,0.0,0.0,Summer,2015-08-13,23,2015
365,19.0,19.0,88.0,6.5,Broken Clouds,0.0,0.0,Summer,2015-08-14,0,2015
242,18.0,18.0,94.0,5.0,Broken Clouds,0.0,0.0,Summer,2015-08-14,1,2015
172,19.0,19.0,88.0,4.0,Broken Clouds,0.0,0.0,Summer,2015-08-14,2,2015
100,19.0,19.0,94.0,0.0,Broken Clouds,0.0,0.0,Summer,2015-08-14,3,2015
77,18.5,18.5,97.0,6.5,Cloudy,0.0,0.0,Summer,2015-08-14,4,2015
133,19.0,19.0,94.0,5.0,Cloudy,0.0,0.0,Summer,2015-08-14,5,2015
562,19.0,19.0,94.0,5.0,Broken Clouds,0.0,0.0,Summer,2015-08-14,6,2015
1760,19.0,19.0,94.0,9.0,Rain,0.0,0.0,Summer,2015-08-14,7,2015
3528,19.0,19.0,94.0,14.0,Broken Clouds,0.0,0.0,Summer,2015-08-14,8,2015
2092,20.0,20.0,83.0,16.0,Broken Clouds,0.0,0.0,Summer,2015-08-14,9,2015
1132,21.5,21.5,71.0,20.0,Broken Clouds,0.0,0.0,Summer,2015-08-14,10,2015
1205,21.0,21.0,71.0,19.0,Broken Clouds,0.0,0.0,Summer,2015-08-14,11,2015
1492,21.5,21.5,67.0,20.5,Broken Clouds,0.0,0.0,Summer,2015-08-14,12,2015
1661,22.0,22.0,65.0,23.0,Broken Clouds,0.0,0.0,Summer,2015-08-14,13,2015
1438,21.0,21.0,71.0,19.5,Broken Clouds,0.0,0.0,Summer,2015-08-14,14,2015
1234,20.0,20.0,78.0,19.0,Broken Clouds,0.0,0.0,Summer,2015-08-14,15,2015
1159,20.0,20.0,80.5,18.5,Rain,0.0,0.0,Summer,2015-08-14,16,2015
2015,18.0,18.0,91.0,18.5,Rain,0.0,0.0,Summer,2015-08-14,17,2015
1915,17.0,17.0,94.0,14.0,Rain,0.0,0.0,Summer,2015-08-14,18,2015
1228,17.0,17.0,91.0,13.0,Rain,0.0,0.0,Summer,2015-08-14,19,2015
487,17.0,17.0,91.0,12.0,Rain,0.0,0.0,Summer,2015-08-14,20,2015
431,17.0,17.0,88.0,12.0,Rain,0.0,0.0,Summer,2015-08-14,21,2015
475,17.0,17.0,88.0,10.0,Scattered Clouds,0.0,0.0,Summer,2015-08-14,22,2015
516,17.0,17.0,88.0,11.0,Rain,0.0,0.0,Summer,2015-08-14,23,2015
388,17.0,17.0,85.5,13.0,Rain,0.0,1.0,Summer,2015-08-15,0,2015
371,16.0,16.0,88.0,11.0,Rain,0.0,1.0,Summer,2015-08-15,1,2015
285,16.0,16.0,88.0,12.0,Clear,0.0,1.0,Summer,2015-08-15,2,2015
256,16.0,16.0,83.0,12.0,Scattered Clouds,0.0,1.0,Summer,2015-08-15,3,2015
153,15.5,15.5,85.5,13.0,Broken Clouds,0.0,1.0,Summer,2015-08-15,4,2015
117,15.5,15.5,82.5,13.0,Cloudy,0.0,1.0,Summer,2015-08-15,5,2015
143,15.0,15.0,88.0,12.0,Broken Clouds,0.0,1.0,Summer,2015-08-15,6,2015
309,15.0,15.0,82.0,15.0,Scattered Clouds,0.0,1.0,Summer,2015-08-15,7,2015
538,16.0,16.0,74.5,17.0,Broken Clouds,0.0,1.0,Summer,2015-08-15,8,2015
976,16.0,16.0,70.0,18.0,Scattered Clouds,0.0,1.0,Summer,2015-08-15,9,2015
1455,18.0,18.0,56.0,19.0,Clear,0.0,1.0,Summer,2015-08-15,10,2015
2137,18.0,18.0,56.0,17.0,Clear,0.0,1.0,Summer,2015-08-15,11,2015
2748,19.0,19.0,49.0,15.0,Scattered Clouds,0.0,1.0,Summer,2015-08-15,12,2015
3068,20.0,20.0,44.5,16.0,Scattered Clouds,0.0,1.0,Summer,2015-08-15,13,2015
2898,20.0,20.0,44.5,13.0,Clear,0.0,1.0,Summer,2015-08-15,14,2015
3091,20.0,20.0,46.0,19.0,Clear,0.0,1.0,Summer,2015-08-15,15,2015
2974,19.0,19.0,49.0,19.5,Scattered Clouds,0.0,1.0,Summer,2015-08-15,16,2015
2785,19.5,19.5,47.5,16.0,Clear,0.0,1.0,Summer,2015-08-15,17,2015
2598,19.5,19.5,44.5,15.0,Clear,0.0,1.0,Summer,2015-08-15,18,2015
2291,19.5,19.5,44.5,10.0,Clear,0.0,1.0,Summer,2015-08-15,19,2015
1560,18.5,18.5,47.5,11.0,Clear,0.0,1.0,Summer,2015-08-15,20,2015
1011,18.0,18.0,52.0,6.5,Clear,0.0,1.0,Summer,2015-08-15,21,2015
828,18.0,18.0,52.0,5.0,Clear,0.0,1.0,Summer,2015-08-15,22,2015
759,17.0,17.0,59.0,6.0,Clear,0.0,1.0,Summer,2015-08-15,23,2015
692,16.0,16.0,63.0,5.0,Clear,0.0,1.0,Summer,2015-08-16,0,2015
598,15.0,15.0,65.5,4.0,Clear,0.0,1.0,Summer,2015-08-16,1,2015
458,15.0,15.0,65.5,4.0,Clear,0.0,1.0,Summer,2015-08-16,2,2015
366,14.0,14.0,72.0,6.0,Clear,0.0,1.0,Summer,2015-08-16,3,2015
175,14.0,14.0,72.0,5.0,Clear,0.0,1.0,Summer,2015-08-16,4,2015
151,14.0,14.0,72.0,6.0,Clear,0.0,1.0,Summer,2015-08-16,5,2015
150,14.0,14.0,69.5,6.0,Clear,0.0,1.0,Summer,2015-08-16,6,2015
225,14.5,14.5,70.0,6.0,Clear,0.0,1.0,Summer,2015-08-16,7,2015
412,15.0,15.0,68.0,5.0,Clear,0.0,1.0,Summer,2015-08-16,8,2015
832,16.5,16.5,63.5,6.0,Scattered Clouds,0.0,1.0,Summer,2015-08-16,9,2015
1522,17.5,17.5,64.0,5.0,Broken Clouds,0.0,1.0,Summer,2015-08-16,10,2015
2221,20.5,20.5,51.0,3.0,Clear,0.0,1.0,Summer,2015-08-16,11,2015
2516,19.5,19.5,51.5,9.0,Scattered Clouds,0.0,1.0,Summer,2015-08-16,12,2015
2617,19.0,19.0,56.0,13.0,Scattered Clouds,0.0,1.0,Summer,2015-08-16,13,2015
2703,19.0,19.0,56.0,14.0,Clear,0.0,1.0,Summer,2015-08-16,14,2015
2828,19.0,19.0,56.0,13.0,Broken Clouds,0.0,1.0,Summer,2015-08-16,15,2015
2553,19.0,19.0,56.0,14.0,Scattered Clouds,0.0,1.0,Summer,2015-08-16,16,2015
2373,19.0,19.0,56.0,12.0,Broken Clouds,0.0,1.0,Summer,2015-08-16,17,2015
2353,18.0,18.0,60.0,10.0,Clear,0.0,1.0,Summer,2015-08-16,18,2015
1805,18.0,18.0,60.0,7.5,Clear,0.0,1.0,Summer,2015-08-16,19,2015
1179,17.0,17.0,66.0,6.0,Clear,0.0,1.0,Summer,2015-08-16,20,2015
804,17.0,17.0,66.0,2.0,Clear,0.0,1.0,Summer,2015-08-16,21,2015
634,16.5,16.5,70.0,0.0,Clear,0.0,1.0,Summer,2015-08-16,22,2015
449,16.5,16.5,72.5,6.5,Cloudy,0.0,1.0,Summer,2015-08-16,23,2015
272,16.0,16.0,70.0,7.5,Cloudy,0.0,0.0,Summer,2015-08-17,0,2015
188,16.0,16.0,68.0,5.0,Clear,0.0,0.0,Summer,2015-08-17,1,2015
133,16.0,16.0,68.0,4.0,Clear,0.0,0.0,Summer,2015-08-17,2,2015
69,15.5,15.5,74.5,5.5,Clear,0.0,0.0,Summer,2015-08-17,3,2015
65,14.5,14.5,79.5,5.5,Clear,0.0,0.0,Summer,2015-08-17,4,2015
139,14.0,14.0,82.0,5.0,Clear,0.0,0.0,Summer,2015-08-17,5,2015
671,14.0,14.0,74.5,6.5,Clear,0.0,0.0,Summer,2015-08-17,6,2015
2120,14.0,14.0,74.5,3.0,Clear,0.0,0.0,Summer,2015-08-17,7,2015
4155,15.5,15.5,63.5,8.0,Clear,0.0,0.0,Summer,2015-08-17,8,2015
2098,17.0,17.0,52.0,12.0,Clear,0.0,0.0,Summer,2015-08-17,9,2015
1160,18.0,18.0,50.5,11.0,Scattered Clouds,0.0,0.0,Summer,2015-08-17,10,2015
1174,19.0,19.0,44.5,12.0,Scattered Clouds,0.0,0.0,Summer,2015-08-17,11,2015
1585,19.5,19.5,40.0,13.0,Clear,0.0,0.0,Summer,2015-08-17,12,2015
1725,20.0,20.0,40.0,13.0,Clear,0.0,0.0,Summer,2015-08-17,13,2015
1621,20.0,20.0,40.0,16.0,Clear,0.0,0.0,Summer,2015-08-17,14,2015
1785,20.0,20.0,41.5,13.0,Clear,0.0,0.0,Summer,2015-08-17,15,2015
2343,21.0,21.0,40.0,11.0,Clear,0.0,0.0,Summer,2015-08-17,16,2015
4263,21.0,21.0,40.0,12.0,Clear,0.0,0.0,Summer,2015-08-17,17,2015
4145,20.0,20.0,44.5,15.0,Clear,0.0,0.0,Summer,2015-08-17,18,2015
2474,20.0,20.0,46.0,12.0,Clear,0.0,0.0,Summer,2015-08-17,19,2015
1432,19.5,19.5,49.0,11.0,Clear,0.0,0.0,Summer,2015-08-17,20,2015
918,19.0,19.0,52.0,9.0,Clear,0.0,0.0,Summer,2015-08-17,21,2015
663,19.0,19.0,52.0,11.0,Clear,0.0,0.0,Summer,2015-08-17,22,2015
497,19.0,19.0,52.0,11.0,Clear,0.0,0.0,Summer,2015-08-17,23,2015
247,18.0,18.0,56.0,9.0,Clear,0.0,0.0,Summer,2015-08-18,0,2015
169,18.0,18.0,56.0,8.0,Clear,0.0,0.0,Summer,2015-08-18,1,2015
89,17.5,17.5,57.5,12.0,Clear,0.0,0.0,Summer,2015-08-18,2,2015
69,17.0,17.0,59.0,15.0,Clear,0.0,0.0,Summer,2015-08-18,3,2015
69,17.0,17.0,59.0,14.0,Clear,0.0,0.0,Summer,2015-08-18,4,2015
140,16.5,16.5,61.0,14.0,Clear,0.0,0.0,Summer,2015-08-18,5,2015
728,16.5,16.5,61.0,14.0,Clear,0.0,0.0,Summer,2015-08-18,6,2015
2302,16.0,16.0,63.0,15.0,Clear,0.0,0.0,Summer,2015-08-18,7,2015
4418,16.0,16.0,63.0,15.0,Clear,0.0,0.0,Summer,2015-08-18,8,2015
2135,16.5,16.5,61.0,16.0,Clear,0.0,0.0,Summer,2015-08-18,9,2015
1100,16.0,16.0,65.5,18.0,Clear,0.0,0.0,Summer,2015-08-18,10,2015
1151,17.0,17.0,64.0,19.5,Clear,0.0,0.0,Summer,2015-08-18,11,2015
1475,17.5,17.5,57.5,20.0,Clear,0.0,0.0,Summer,2015-08-18,12,2015
1453,18.0,18.0,58.0,20.5,Scattered Clouds,0.0,0.0,Summer,2015-08-18,13,2015
1451,18.5,18.5,58.0,20.0,Scattered Clouds,0.0,0.0,Summer,2015-08-18,14,2015
1527,19.0,19.0,50.5,20.0,Scattered Clouds,0.0,0.0,Summer,2015-08-18,15,2015
2090,19.0,19.0,50.5,22.0,Clear,0.0,0.0,Summer,2015-08-18,16,2015
4065,19.0,19.0,54.0,22.0,Clear,0.0,0.0,Summer,2015-08-18,17,2015
3870,19.0,19.0,58.0,16.0,Clear,0.0,0.0,Summer,2015-08-18,18,2015
2314,19.0,19.0,60.0,19.0,Clear,0.0,0.0,Summer,2015-08-18,19,2015
1417,18.0,18.0,64.0,17.5,Clear,0.0,0.0,Summer,2015-08-18,20,2015
1031,18.0,18.0,64.0,11.0,Clear,0.0,0.0,Summer,2015-08-18,21,2015
735,18.0,18.0,64.0,15.0,Clear,0.0,0.0,Summer,2015-08-18,22,2015
485,18.0,18.0,64.0,15.0,Clear,0.0,0.0,Summer,2015-08-18,23,2015
294,17.5,17.5,70.5,14.0,Clear,0.0,0.0,Summer,2015-08-19,0,2015
138,17.0,17.0,73.0,14.0,Clear,0.0,0.0,Summer,2015-08-19,1,2015
93,16.5,16.5,70.0,13.0,Clear,0.0,0.0,Summer,2015-08-19,2,2015
55,16.0,16.0,72.0,13.0,Scattered Clouds,0.0,0.0,Summer,2015-08-19,3,2015
68,16.0,16.0,72.0,13.0,Clear,0.0,0.0,Summer,2015-08-19,4,2015
155,15.0,15.0,77.0,12.0,Clear,0.0,0.0,Summer,2015-08-19,5,2015
771,15.0,15.0,77.0,13.0,Clear,0.0,0.0,Summer,2015-08-19,6,2015
2319,16.5,16.5,72.5,15.0,Clear,0.0,0.0,Summer,2015-08-19,7,2015
4502,17.5,17.5,70.5,14.0,Scattered Clouds,0.0,0.0,Summer,2015-08-19,8,2015
2225,19.0,19.0,62.0,17.5,Scattered Clouds,0.0,0.0,Summer,2015-08-19,9,2015
1218,20.0,20.0,54.5,18.0,Scattered Clouds,0.0,0.0,Summer,2015-08-19,10,2015
1217,21.0,21.0,53.0,17.0,Scattered Clouds,0.0,0.0,Summer,2015-08-19,11,2015
1557,21.0,21.0,53.0,16.0,Broken Clouds,0.0,0.0,Summer,2015-08-19,12,2015
1611,21.0,21.0,53.0,17.0,Scattered Clouds,0.0,0.0,Summer,2015-08-19,13,2015
1540,21.0,21.0,53.0,19.5,Scattered Clouds,0.0,0.0,Summer,2015-08-19,14,2015
1554,21.0,21.0,55.0,22.0,Scattered Clouds,0.0,0.0,Summer,2015-08-19,15,2015
2069,20.0,20.0,60.0,22.0,Scattered Clouds,0.0,0.0,Summer,2015-08-19,16,2015
3927,19.0,19.0,62.0,20.0,Scattered Clouds,0.0,0.0,Summer,2015-08-19,17,2015
2813,18.5,18.5,66.0,17.0,Rain,0.0,0.0,Summer,2015-08-19,18,2015
1519,17.0,17.0,77.0,13.0,Rain,0.0,0.0,Summer,2015-08-19,19,2015
1008,17.0,17.0,77.0,11.0,Rain,0.0,0.0,Summer,2015-08-19,20,2015
481,16.0,16.0,88.0,13.0,Rain,0.0,0.0,Summer,2015-08-19,21,2015
297,16.0,16.0,88.0,10.0,Rain,0.0,0.0,Summer,2015-08-19,22,2015
209,16.0,16.0,88.0,8.0,Rain,0.0,0.0,Summer,2015-08-19,23,2015
187,16.0,16.0,88.0,10.0,Rain,0.0,0.0,Summer,2015-08-20,0,2015
109,16.0,16.0,91.0,10.0,Rain,0.0,0.0,Summer,2015-08-20,1,2015
80,16.0,16.0,94.0,11.0,Rain,0.0,0.0,Summer,2015-08-20,2,2015
49,16.5,16.5,91.0,11.0,Rain,0.0,0.0,Summer,2015-08-20,3,2015
59,17.0,17.0,88.0,10.0,Broken Clouds,0.0,0.0,Summer,2015-08-20,4,2015
134,17.0,17.0,91.0,10.0,Cloudy,0.0,0.0,Summer,2015-08-20,5,2015
644,17.0,17.0,94.0,7.0,Broken Clouds,0.0,0.0,Summer,2015-08-20,6,2015
1983,18.0,18.0,88.0,8.5,Broken Clouds,0.0,0.0,Summer,2015-08-20,7,2015
4002,18.0,18.0,88.0,11.0,Broken Clouds,0.0,0.0,Summer,2015-08-20,8,2015
2217,19.0,19.0,83.0,17.0,Broken Clouds,0.0,0.0,Summer,2015-08-20,9,2015
1092,19.0,19.0,78.0,14.0,Broken Clouds,0.0,0.0,Summer,2015-08-20,10,2015
1106,20.0,20.0,73.0,13.0,Scattered Clouds,0.0,0.0,Summer,2015-08-20,11,2015
1406,21.0,21.0,66.5,14.0,Broken Clouds,0.0,0.0,Summer,2015-08-20,12,2015
1528,21.0,21.0,69.0,19.0,Broken Clouds,0.0,0.0,Summer,2015-08-20,13,2015
1376,21.0,21.0,69.0,14.0,Broken Clouds,0.0,0.0,Summer,2015-08-20,14,2015
1628,21.5,21.5,69.0,19.0,Broken Clouds,0.0,0.0,Summer,2015-08-20,15,2015
1944,21.5,21.5,69.0,19.5,Rain,0.0,0.0,Summer,2015-08-20,16,2015
3305,21.0,21.0,75.5,19.5,Rain,0.0,0.0,Summer,2015-08-20,17,2015
3600,21.0,21.0,78.0,15.0,Broken Clouds,0.0,0.0,Summer,2015-08-20,18,2015
2276,20.0,20.0,78.0,17.0,Broken Clouds,0.0,0.0,Summer,2015-08-20,19,2015
1408,20.0,20.0,80.5,17.0,Broken Clouds,0.0,0.0,Summer,2015-08-20,20,2015
964,20.0,20.0,83.0,16.0,Rain,0.0,0.0,Summer,2015-08-20,21,2015
781,19.5,19.5,85.5,13.0,Cloudy,0.0,0.0,Summer,2015-08-20,22,2015
676,20.0,20.0,83.0,16.0,Broken Clouds,0.0,0.0,Summer,2015-08-20,23,2015
383,20.0,20.0,83.0,15.0,Cloudy,0.0,0.0,Summer,2015-08-21,0,2015
248,19.0,19.0,88.0,17.0,Cloudy,0.0,0.0,Summer,2015-08-21,1,2015
139,19.0,19.0,88.0,12.0,Broken Clouds,0.0,0.0,Summer,2015-08-21,2,2015
103,19.0,19.0,83.0,14.0,Cloudy,0.0,0.0,Summer,2015-08-21,3,2015
81,19.0,19.0,83.0,13.0,Cloudy,0.0,0.0,Summer,2015-08-21,4,2015
134,19.0,19.0,83.0,10.0,Cloudy,0.0,0.0,Summer,2015-08-21,5,2015
630,19.0,19.0,85.5,10.0,Broken Clouds,0.0,0.0,Summer,2015-08-21,6,2015
1886,19.5,19.5,85.5,9.0,Broken Clouds,0.0,0.0,Summer,2015-08-21,7,2015
3879,20.5,20.5,80.5,11.0,Scattered Clouds,0.0,0.0,Summer,2015-08-21,8,2015
2185,22.0,22.0,73.0,14.0,Scattered Clouds,0.0,0.0,Summer,2015-08-21,9,2015
1241,22.5,22.5,69.0,16.0,Broken Clouds,0.0,0.0,Summer,2015-08-21,10,2015
1327,24.0,24.0,61.0,20.5,Scattered Clouds,0.0,0.0,Summer,2015-08-21,11,2015
1600,25.0,25.0,57.0,17.0,Broken Clouds,0.0,0.0,Summer,2015-08-21,12,2015
1714,26.0,26.0,51.0,22.0,Scattered Clouds,0.0,0.0,Summer,2015-08-21,13,2015
1715,25.5,25.5,52.5,23.0,Scattered Clouds,0.0,0.0,Summer,2015-08-21,14,2015
1862,26.0,26.0,51.0,22.0,Scattered Clouds,0.0,0.0,Summer,2015-08-21,15,2015
2494,25.5,25.5,51.0,22.0,Scattered Clouds,0.0,0.0,Summer,2015-08-21,16,2015
3950,26.0,26.0,48.0,20.0,Clear,0.0,0.0,Summer,2015-08-21,17,2015
3525,25.0,25.0,54.0,16.0,Clear,0.0,0.0,Summer,2015-08-21,18,2015
